,id,country,c3,c2,year,gini_reported,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link
53,54,Argentina,ARG,AR,1974,34.4,,,,6.8,,,,,,,,,,,,,,26.8,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,4.999999999e-11,,,,25644506.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
54,55,Argentina,ARG,AR,1975,36.1,1.54,7.2700000000000005,17.3,5.9,11.4,16.5,23.3,42.9,2.2,3.7,5.1000000000000005,6.3,7.5,9.0,10.5,12.8,16.2,26.7,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,124212.0,Argentine peso,Month,3.65749999995e-10,,,,26066975.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Permanente de Hogares (EPH),
55,56,Argentina,ARG,AR,1975,34.7,,,,6.3,,,,,,,,,,,,,,26.400000000000002,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,3.65749999995e-10,,,,26066975.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
56,57,Argentina,ARG,AR,1976,35.2,,,,7.0,,,,,,,,,,,,,,27.2,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.39983333333167e-09,,,,26477152.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
57,58,Argentina,ARG,AR,1977,40.300000000000004,,,,6.4,,,,,,,,,,,,,,31.8,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,4.07633333332833e-09,,,,26878565.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
58,59,Argentina,ARG,AR,1978,43.4,,,,5.6000000000000005,,,,,,,,,,,,,,34.0,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,7.95749999999583e-09,,,,27277741.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
59,60,Argentina,ARG,AR,1979,41.300000000000004,,,,5.9,,,,,,,,,,,,,,32.6,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.31696666666408e-08,,,,27684534.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
60,61,Argentina,ARG,AR,1980,39.300000000000004,1.78,7.75,16.4,5.9,10.5,15.4,22.5,45.7,2.2,3.7,4.7,5.8,7.0,8.4,10.0,12.5,16.5,29.2,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,8128176.0,,Local currency unit,Year,1.83715833333225e-08,,,,28105888.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
61,62,Argentina,ARG,AR,1980,37.6,1.61,6.86,17.6,6.5,11.1,15.5,22.400000000000002,44.6,2.6,3.9,5.0,6.1000000000000005,7.1000000000000005,8.4,10.0,12.4,16.3,28.3,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.83715833333225e-08,,,,28105888.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
62,63,Argentina,ARG,AR,1980,41.6,2.13,9.56,14.5,5.0,9.5,14.9,22.8,47.800000000000004,2.0,3.0,4.2,5.3,6.7,8.2,10.0,12.8,16.9,30.900000000000002,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,24438000.0,Argentine peso,Month,1.83715833333225e-08,,,,28105888.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Permanente de Hogares (EPH),
63,64,Argentina,ARG,AR,1980,40.83,1.95,8.78,15.49,5.3,10.19,15.36,22.59,46.56,2.0100000000000002,3.29,4.49,5.7,6.97,8.39,10.120000000000001,12.47,16.38,30.18,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,9562.76,7312.27,US$2011PPP,Year,,,,,27896532.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
64,65,Argentina,ARG,AR,1980,40.5,,,,6.2,,,,,,,,,,,,,,31.8,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.83715833333225e-08,,,,28105888.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
65,66,Argentina,ARG,AR,1980,40.800000000000004,1.92,8.790000000000001,15.6,5.3,10.3,15.200000000000001,22.6,46.6,1.9000000000000001,3.4,4.6000000000000005,5.7,6.9,8.3,10.1,12.5,16.6,30.0,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,7032000.0,,Argentine peso,Month,1.83715833333225e-08,,,,28105888.0,,Average,12,Research study,Psacharopoulos et al. 1997,,Encuesta Permanente de Hogares (EPH),
66,67,Argentina,ARG,AR,1981,42.7,2.29,9.56,14.6,5.2,9.4,14.3,21.400000000000002,49.7,2.1,3.1,4.2,5.2,6.4,7.9,9.5,11.9,16.2,33.5,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Household,Household,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,45446400.0,Argentine peso,Month,4.40269166666725e-08,,,,28543364.0,,Low,11,United Nations,Altimir 1986,UNECLAC. Compilation,Encuesta Permanente de Hogares (EPH),
67,68,Argentina,ARG,AR,1981,42.800000000000004,,,,5.8,,,,,,,,,,,,,,34.2,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,4.40269166666725e-08,,,,28543364.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
68,69,Argentina,ARG,AR,1982,40.2,,,,6.0,,,,,,,,,,,,,,31.8,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,2.59225333333263e-07,,,,28993987.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
69,70,Argentina,ARG,AR,1983,40.4,,,,5.5,,,,,,,,,,,,,,31.900000000000002,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,1.05299574995841e-06,,,,29454738.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
70,71,Argentina,ARG,AR,1985,39.800000000000004,,,,6.3,,,,,,,,,,,,,,31.400000000000002,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,6.01809e-05,,,,30388783.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
71,72,Argentina,ARG,AR,1986,42.2,2.08,8.76,15.4,5.5,9.9,14.700000000000001,21.7,48.2,2.1,3.4,4.4,5.5,6.7,8.0,9.700000000000001,12.0,16.2,32.0,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,1956.0,,Local currency unit,Year,9.43031666666667e-05,,,,30857244.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
72,73,Argentina,ARG,AR,1986,40.5,1.8900000000000001,7.88,16.5,6.0,10.5,14.8,21.5,47.300000000000004,2.3000000000000003,3.7,4.8,5.7,6.7,8.1,9.6,11.9,16.1,31.2,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,9.43031666666667e-05,,,,30857244.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
73,74,Argentina,ARG,AR,1986,42.79,2.18,9.48,14.9,5.11,9.790000000000001,14.790000000000001,21.87,48.43,1.95,3.16,4.32,5.48,6.7,8.09,9.78,12.09,16.0,32.43,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,10356.130000000001,7623.2300000000005,US$2011PPP,Year,,,,,30698964.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
74,75,Argentina,ARG,AR,1987,44.800000000000004,2.4,10.5,14.200000000000001,4.8,9.4,14.0,21.400000000000002,50.4,1.7,3.1,4.2,5.2,6.3,7.7,9.5,11.9,16.3,34.1,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,4128.0,,Local currency unit,Year,0.000214429833333333,,,,31326473.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
75,76,Argentina,ARG,AR,1987,43.1,2.17,9.09,15.200000000000001,5.4,9.8,14.4,21.3,49.1,2.0,3.4,4.4,5.4,6.6000000000000005,7.8,9.4,11.9,16.1,33.0,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.000214429833333333,,,,31326473.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
76,77,Argentina,ARG,AR,1987,45.28,2.5,10.950000000000001,13.790000000000001,4.61,9.18,14.22,21.5,50.49,1.72,2.88,4.01,5.16,6.4,7.8100000000000005,9.55,11.950000000000001,16.07,34.42,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,9466.4,6692.83,US$2011PPP,Year,,,,,31184410.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
77,78,Argentina,ARG,AR,1987,43.300000000000004,,,,5.7,,,,,,,,,,,,,,34.0,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.000214429833333333,,,,31326473.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
78,79,Argentina,ARG,AR,1988,45.5,2.5100000000000002,11.5,13.5,4.4,9.1,14.0,21.900000000000002,50.6,1.6,2.8000000000000003,4.0,5.1000000000000005,6.3,7.7,9.6,12.3,16.7,33.9,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,17748.0,,Local currency unit,Year,0.000875260416666667,,,,31795517.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
79,80,Argentina,ARG,AR,1988,43.7,2.27,9.88,14.5,5.0,9.5,14.3,21.8,49.4,1.8,3.2,4.2,5.3,6.5,7.8,9.6,12.200000000000001,16.5,32.9,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.000875260416666667,,,,31795517.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
80,81,Argentina,ARG,AR,1988,45.2,,,,4.9,,,,,,,,,,,,,,34.6,,,Income (net),"Monetary income, net",No adjustment,No adjustment,Person,Person,Urban,Metropolitan area,Economically active,Economically active,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.000875260416666667,,,,31795517.0,,Low,8,Research study,Fishlow et al. 1993,,Encuesta Permanente de Hogares (EPH),
81,82,Argentina,ARG,AR,1989,47.6,2.83,12.83,12.700000000000001,4.1,8.6,13.3,21.3,52.6,1.4000000000000001,2.7,3.8000000000000003,4.8,6.0,7.3,9.3,12.0,16.7,35.9,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,41748.0,,Argentine austral,Month,0.0423339608333333,,,,32263561.0,,Average,12,Research study,Psacharopoulos et al. 1997,,Encuesta Permanente de Hogares (EPH),
82,83,Argentina,ARG,AR,1990,50.1,3.18,13.1,12.4,4.2,8.2,12.6,20.0,55.0,1.6,2.6,3.6,4.6000000000000005,5.6000000000000005,7.0,8.8,11.200000000000001,15.6,39.4,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.487589083333333,,,11334.0,32729739.0,,Average,13,United Nations,ECLAC,,,
83,84,Argentina,ARG,AR,1990,43.1,2.39,8.91,14.8,5.7,9.1,14.0,20.5,50.800000000000004,2.3000000000000003,3.4,4.0,5.1000000000000005,6.3,7.7,9.1,11.4,15.5,35.300000000000004,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.487589083333333,,,11334.0,32729739.0,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,,
84,85,Argentina,ARG,AR,1991,46.5,2.61,10.69,14.0,4.9,9.1,13.3,20.3,52.4,1.8,3.1,4.1,5.0,6.1000000000000005,7.2,8.9,11.4,15.9,36.5,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,29597628.0,,Local currency unit,Year,0.953554416666667,,,12196.0,33193917.999999996,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
85,86,Argentina,ARG,AR,1991,44.2,2.3000000000000003,9.22,15.200000000000001,5.5,9.700000000000001,13.700000000000001,20.400000000000002,50.7,2.1,3.4,4.4,5.3,6.2,7.5,9.1,11.3,15.8,34.9,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.953554416666667,,,12196.0,33193917.999999996,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
86,87,Argentina,ARG,AR,1991,46.76,2.64,10.9,13.88,4.8100000000000005,9.07,13.280000000000001,20.42,52.42,1.74,3.0700000000000003,4.05,5.0200000000000005,6.04,7.25,8.9,11.52,15.82,36.6,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,6718.88,4451.9400000000005,US$2011PPP,Year,,,,12239.0,33079004.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
87,88,Argentina,ARG,AR,1991,44.1,2.49,9.05,14.6,5.7,8.9,13.4,20.400000000000002,51.6,2.4,3.3000000000000003,3.9,5.0,6.2,7.2,8.9,11.5,15.3,36.300000000000004,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.953554416666667,,,12196.0,33193917.999999996,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,,
88,89,Argentina,ARG,AR,1992,44.4,2.36,10.06,14.3,5.0,9.3,14.0,21.400000000000002,50.300000000000004,1.9000000000000001,3.1,4.2,5.1000000000000005,6.3,7.7,9.3,12.1,16.6,33.7,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.990641666666667,,,12984.0,33655151.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
89,90,Argentina,ARG,AR,1992,42.4,2.1,8.71,15.4,5.6000000000000005,9.8,14.5,21.400000000000002,48.800000000000004,2.1,3.5,4.4,5.4,6.6000000000000005,7.9,9.5,11.9,16.5,32.3,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,Greater Buenos Aires,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.990641666666667,,,12984.0,33655151.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
90,91,Argentina,ARG,AR,1992,45.0,2.44,10.540000000000001,14.0,4.8,9.200000000000001,13.8,21.400000000000002,50.6,1.8,3.0,4.1,5.1000000000000005,6.2,7.6000000000000005,9.4,12.0,16.5,34.1,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,15 main cities,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,3516.0,,Local currency unit,Year,0.990641666666667,,,12984.0,33655151.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
91,92,Argentina,ARG,AR,1992,42.9,2.18,9.09,15.0,5.4,9.6,14.4,21.5,49.1,2.0,3.4,4.3,5.3,6.5,7.9,9.5,12.0,16.4,32.7,,,Income (net/gross),"Income, net/gross",Equivalized,Equivalized,Household,Person,Urban,15 main cities,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.990641666666667,,,12984.0,33655151.0,New 2018,High,12,SEDLAC,SEDLAC 2018,,Encuesta Permanente de Hogares (EPH),
92,93,Argentina,ARG,AR,1992,48.2,2.86,12.14,13.0,4.4,8.6,13.0,20.8,53.4,1.6,2.8000000000000003,3.8000000000000003,4.8,5.8,7.2,9.200000000000001,11.6,16.2,37.2,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.990641666666667,,,12984.0,33655151.0,,Average,13,United Nations,ECLAC,,,
93,94,Argentina,ARG,AR,1992,45.47,2.48,11.06,13.8,4.6000000000000005,9.200000000000001,13.86,21.48,50.86,1.6,3.0,4.07,5.13,6.21,7.65,9.42,12.06,16.57,34.29,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,Urban,Urban,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,6775.35,4655.6900000000005,US$2011PPP,Year,,,,13033.0,33529320.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
94,95,Argentina,ARG,AR,1992,43.6,2.42,10.31,14.200000000000001,4.9,9.3,14.200000000000001,21.1,50.5,2.2,2.7,4.1,5.2,6.5,7.7,9.3,11.8,16.1,34.4,,,Income (net),"Monetary income, net",Per capita,Per capita,Household,Person,Urban,Metropolitan area,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,0.990641666666667,,,12984.0,33655151.0,,Low,12,Research study,Cerisola et al. 2000,FIDE 1998,,
